task_id,department,corridor_id,corridor_name,defect_type,failure_type,severity,days_overdue,estimated_repair_time_min,spatial_start_km,spatial_end_km,priority_score,criticality,risk_score,delay_minutes
TASK_11301,Traction Distribution,CORR_008,Howrah - Delhi Railway,Pantograph Damage,Bearing Failure,2,103,104,143.39,145.25,0.685,0.95,42.55355251056489,17.28255966517181
TASK_11302,Traction Distribution,CORR_005,Delhi - Kalka Line,Transformer Oil Leak,Brake Failure,3,180,121,52.6,54.01,0.698,0.66,47.379825861493885,3.427496546295203
TASK_11303,Engineering,CORR_011,Kolkata Circular Railway,Track Geometry Deviation,Track Defect,4,106,118,72.03,73.87,0.744,0.48,43.35356126745636,2.33500382297884
TASK_11304,Traction Distribution,CORR_004,Bolangir - Khurda,Brake Pad Wear,Bearing Failure,3,180,107,185.93,187.58,0.614,0.38,49.54599078957315,18.48513288125384
TASK_11305,Signal & Telecom,CORR_001,Abhayapuri - Mainguri Railway Line,Point Machine Failure,Signal Failure,3,92,66,8.49,9.29,0.62,0.4,68.5491472961114,20.93275253057317
TASK_11306,Engineering,CORR_002,Bhairabi Sairang Railway Link,Ballast Deficiency,Track Defect,2,180,84,23.22,23.77,0.511,0.37,56.29816398890251,3.384838604428589
TASK_11307,Engineering,CORR_020,Western Dedicated Freight Corridor,Loose Fastening,Track Defect,3,128,101,1848.36,1848.87,0.746,0.82,64.83799207300093,24.458280400422936
TASK_11308,Engineering,CORR_004,Bolangir - Khurda,Sleeper Crack,Track Defect,4,180,126,163.41,164.79,0.714,0.38,65.49098533611478,9.140747757985402
TASK_11309,Traction Distribution,CORR_016,Lucknow–Moradabad line,Transformer Oil Leak,Brake Failure,2,145,92,110.5,111.78,0.595,0.65,65.25293477868527,2.3861284538445666
TASK_11310,Engineering,CORR_003,Bina - Katni railway,Track Geometry Deviation,Wheel Defect,3,180,107,205.66,207.2,0.653,0.51,53.521059394471024,31.384868531646067
TASK_11311,Engineering,CORR_003,Bina - Katni railway,Loose Fastening,Track Defect,4,142,111,683.63,685.39,0.753,0.51,70.8241712905983,12.211472260534627
TASK_11312,Engineering,CORR_010,Katni - Obra railway,Track Geometry Deviation,Track Defect,4,113,126,137.89,138.64,0.75,0.5,53.77264983460195,4.642559959257213
TASK_11313,Engineering,CORR_009,Kashmir Railway,Track Geometry Deviation,Track Defect,2,116,87,65.74,67.52,0.511,0.37,57.37982694413237,14.914314431718532
TASK_11314,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Insulator Flashover,Brake Failure,2,2,104,677.33,677.98,0.459,0.82,66.80272790584421,37.36870998558874
TASK_11315,Engineering,CORR_020,Western Dedicated Freight Corridor,Loose Fastening,Wheel Defect,2,180,83,933.37,935.19,0.646,0.82,65.36982171876164,28.194158742904044
TASK_11316,Engineering,CORR_017,Lumding - Silchar BG Line,Track Geometry Deviation,Track Defect,3,89,96,38.35,40.13,0.611,0.37,52.99510384555745,2.8251363655278623
TASK_11317,Engineering,CORR_012,Konkan Railway,Sleeper Crack,Wheel Defect,2,180,72,269.33,270.88,0.556,0.52,59.19799966711604,38.85899714252248
TASK_11318,Engineering,CORR_009,Kashmir Railway,Track Geometry Deviation,Wheel Defect,3,180,83,34.98,35.93,0.611,0.37,38.43045304337553,17.209289874601087
TASK_11319,Engineering,CORR_007,Howrah - Chennai Main Line,Loose Fastening,Track Defect,5,180,130,2109.03,2109.67,0.994,0.98,51.54151518456207,49.20724228755911
TASK_11320,Signal & Telecom,CORR_020,Western Dedicated Freight Corridor,Track Circuit Failure,Signal Failure,2,0,45,681.44,683.11,0.446,0.82,39.34987680681901,
TASK_11321,Signal & Telecom,CORR_012,Konkan Railway,Axle Counter Fault,Signal Failure,2,37,65,101.34,102.17,0.556,0.52,63.89784380450381,26.235937140122623
TASK_11322,Traction Distribution,CORR_012,Konkan Railway,Insulator Flashover,Brake Failure,2,0,110,280.07,281.23,0.356,0.52,69.63078704438615,3.800620180127954
TASK_11323,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Loose Fastening,Wheel Defect,4,180,121,1652.69,1653.99,0.834,0.78,53.02551889209423,24.938165401176693
TASK_11324,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,Pantograph Damage,Bearing Failure,2,180,93,48.23,49.76,0.511,0.37,61.9110383380981,12.747835534878243
TASK_11325,Engineering,CORR_020,Western Dedicated Freight Corridor,Track Geometry Deviation,Wheel Defect,3,161,107,165.39,166.62,0.746,0.82,55.28020659642868,19.27797407497689
TASK_11326,Engineering,CORR_007,Howrah - Chennai Main Line,Rail Fracture,Wheel Defect,2,108,88,1591.72,1593.26,0.694,0.98,60.609021504555,23.372942642033653
TASK_11327,Signal & Telecom,CORR_009,Kashmir Railway,Cable Cut,Signal Failure,3,7,60,103.6,105.32,0.458,0.37,56.94439983495784,22.339426769309597
TASK_11328,Engineering,CORR_004,Bolangir - Khurda,Sleeper Crack,Wheel Defect,2,51,77,124.44,126.01,0.514,0.38,48.57817784765324,24.11565052098257
TASK_11329,Engineering,CORR_018,Mumbai - Delhi Railway,Rail Wear,Track Defect,4,155,105,1850.49,1851.44,0.864,0.88,63.81662904285113,9.532624169934293
TASK_11330,Engineering,CORR_001,Abhayapuri - Mainguri Railway Line,Track Geometry Deviation,Wheel Defect,2,67,81,94.11,95.95,0.52,0.4,65.17208337337934,14.390719376082526
TASK_11331,Engineering,CORR_018,Mumbai - Delhi Railway,Sleeper Crack,Wheel Defect,2,180,86,871.98,873.31,0.664,0.88,52.28074080807397,9.706865037858297
TASK_11332,Engineering,CORR_004,Bolangir - Khurda,Sleeper Crack,Wheel Defect,5,139,135,170.51,171.71,0.814,0.38,55.76391096811501,31.121363608112752
TASK_11333,Engineering,CORR_019,Mumbai-Pune Railway,Rail Fracture,Wheel Defect,2,180,87,18.42,19.78,0.589,0.63,66.69025207686491,11.837583863307694
TASK_11334,Traction Distribution,CORR_016,Lucknow–Moradabad line,Transformer Oil Leak,Brake Failure,2,180,99,486.37,487.59,0.595,0.65,66.19893368001487,54.1644997168361
TASK_11335,Signal & Telecom,CORR_005,Delhi - Kalka Line,Cable Cut,Signal Failure,3,49,77,450.96,452.59,0.698,0.66,53.00759266001687,14.146370654144867
TASK_11336,Traction Distribution,CORR_012,Konkan Railway,Bearing Overheating,Brake Failure,3,23,112,209.94,211.07,0.609,0.52,54.34858898387873,9.72635048047036
TASK_11337,Engineering,CORR_007,Howrah - Chennai Main Line,Sleeper Crack,Wheel Defect,3,14,90,2875.91,2877.58,0.687,0.98,67.44464378344978,17.977425308013736
TASK_11338,Engineering,CORR_005,Delhi - Kalka Line,Track Geometry Deviation,Wheel Defect,2,81,80,386.19,387.83,0.598,0.66,62.80508753790702,37.66486734613792
TASK_11339,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Transformer Oil Leak,Bearing Failure,2,180,98,1406.87,1407.79,0.664,0.88,62.33191625127576,3.72333372870254
TASK_11340,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,2,180,86,3245.88,3246.52,0.685,0.95,52.7317022957069,3.61507729598084
TASK_11341,Engineering,CORR_008,Howrah - Delhi Railway,Sleeper Crack,Wheel Defect,2,180,82,446.96,448.74,0.685,0.95,56.54504957267727,44.71987753013398
TASK_11342,Traction Distribution,CORR_005,Delhi - Kalka Line,Insulator Flashover,Brake Failure,2,180,99,575.25,576.0,0.598,0.66,54.4419210487593,12.781736848538658
TASK_11343,Engineering,CORR_008,Howrah - Delhi Railway,Sleeper Crack,Wheel Defect,4,180,104,529.88,530.43,0.885,0.95,62.79914579205768,5.442584048359559
TASK_11344,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Pantograph Damage,Brake Failure,4,180,129,1223.31,1224.41,0.864,0.88,55.89599424057261,19.12359097402284
TASK_11345,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Track Defect,3,180,93,794.01,794.89,0.785,0.95,53.26488507009805,29.516580287576893
TASK_11346,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Transformer Oil Leak,Brake Failure,3,180,112,517.91,518.74,0.746,0.82,68.59461715544916,29.7140169315222
TASK_11347,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,OHE Wire Sag,Bearing Failure,3,116,106,1203.44,1204.2,0.746,0.82,60.80736680544488,8.484612660848837
TASK_11348,Engineering,CORR_004,Bolangir - Khurda,Loose Fastening,Track Defect,4,180,100,7.68,9.3,0.714,0.38,62.39187670411506,26.5584973655364
TASK_11349,Engineering,CORR_005,Delhi - Kalka Line,Loose Fastening,Track Defect,3,77,98,544.99,546.67,0.698,0.66,57.5053558284327,2.7192773909503978
TASK_11350,Engineering,CORR_018,Mumbai - Delhi Railway,Loose Fastening,Track Defect,5,63,122,712.37,712.94,0.964,0.88,59.5594368630198,3.3176279344110555
TASK_11351,Engineering,CORR_008,Howrah - Delhi Railway,Loose Fastening,Wheel Defect,3,178,82,935.1,936.42,0.785,0.95,56.80083743079147,17.92421743378026
TASK_11352,Traction Distribution,CORR_001,Abhayapuri - Mainguri Railway Line,OHE Wire Sag,Brake Failure,3,180,129,83.34,84.04,0.62,0.4,61.874102681106734,23.738714577437783
TASK_11353,Signal & Telecom,CORR_007,Howrah - Chennai Main Line,Panel Indication Fault,Signal Failure,5,180,108,2679.06,2680.31,0.994,0.98,55.16998401785415,19.34225759278812
TASK_11354,Traction Distribution,CORR_012,Konkan Railway,Pantograph Damage,Bearing Failure,2,131,90,270.69,271.71,0.556,0.52,67.57370319270102,38.9814719511518
TASK_11355,Engineering,CORR_018,Mumbai - Delhi Railway,Rail Fracture,Wheel Defect,2,180,79,372.87,373.67,0.664,0.88,59.24477279156976,14.879799021846294
TASK_11356,Signal & Telecom,CORR_004,Bolangir - Khurda,Cable Cut,Signal Failure,3,180,63,170.23,172.15,0.614,0.38,55.70919611415862,19.956422504774025
TASK_11357,Engineering,CORR_003,Bina - Katni railway,Rail Fracture,Wheel Defect,4,180,126,260.18,262.12,0.753,0.51,64.46578775484203,24.89914103731948
TASK_11358,Engineering,CORR_019,Mumbai-Pune Railway,Loose Fastening,Track Defect,2,180,63,194.57,195.92,0.589,0.63,50.02555274848618,33.923115247063016
TASK_11359,Traction Distribution,CORR_016,Lucknow–Moradabad line,Pantograph Damage,Bearing Failure,2,180,82,375.37,376.15,0.595,0.65,57.78345027812285,4.835104473705178
TASK_11360,Traction Distribution,CORR_012,Konkan Railway,Brake Pad Wear,Bearing Failure,2,28,86,336.85,338.22,0.543,0.52,50.15316175184457,21.41423480038884
TASK_11361,Signal & Telecom,CORR_017,Lumding - Silchar BG Line,Cable Cut,Signal Failure,2,180,69,118.95,120.84,0.511,0.37,48.0157600606922,23.837250451546943
TASK_11362,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,5,180,143,2038.93,2040.0,0.985,0.95,43.75183763440311,10.115591798881464
TASK_11363,Traction Distribution,CORR_016,Lucknow–Moradabad line,Pantograph Damage,Brake Failure,3,180,127,400.57,401.28,0.695,0.65,58.71190497697426,13.963680103220293
TASK_11364,Traction Distribution,CORR_008,Howrah - Delhi Railway,Bearing Overheating,Brake Failure,3,69,134,2050.06,2051.6,0.785,0.95,53.68866267444631,36.80291888916188
TASK_11365,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Pantograph Damage,Brake Failure,3,31,106,87.66,89.14,0.734,0.78,57.74204726136536,25.88692647189025
TASK_11366,Traction Distribution,CORR_016,Lucknow–Moradabad line,Bearing Overheating,Brake Failure,2,178,88,193.22,193.72,0.595,0.65,69.75892902807593,3.4903485697827725
TASK_11367,Traction Distribution,CORR_008,Howrah - Delhi Railway,Bearing Overheating,Brake Failure,3,123,109,1085.68,1087.46,0.785,0.95,49.31747844908086,8.823354061582846
TASK_11368,Engineering,CORR_020,Western Dedicated Freight Corridor,Rail Wear,Track Defect,2,180,88,1359.9,1361.39,0.646,0.82,57.05234397959693,19.868419431060754
TASK_11369,Engineering,CORR_007,Howrah - Chennai Main Line,Rail Wear,Wheel Defect,2,180,90,2018.21,2019.0,0.694,0.98,58.525373706005006,15.367462118912314
TASK_11370,Engineering,CORR_019,Mumbai-Pune Railway,Rail Wear,Wheel Defect,2,41,91,119.52,120.02,0.589,0.63,64.93421420882427,
TASK_11371,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,OHE Wire Sag,Brake Failure,3,180,104,1613.24,1615.2,0.746,0.82,46.855285706782254,17.38078985949594
TASK_11372,Signal & Telecom,CORR_006,Eastern Dedicated Freight Corridor,Panel Indication Fault,Signal Failure,2,180,70,899.44,901.07,0.634,0.78,63.363030043732174,11.409071610204686
TASK_11373,Engineering,CORR_018,Mumbai - Delhi Railway,Track Geometry Deviation,Wheel Defect,4,180,121,556.09,557.14,0.864,0.88,56.057415621005006,14.115244270831878
TASK_11374,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Cable Cut,Signal Failure,3,0,75,42.68,43.83,0.585,0.95,52.61058200530648,16.018973063128
TASK_11375,Engineering,CORR_019,Mumbai-Pune Railway,Loose Fastening,Wheel Defect,2,87,91,31.22,32.53,0.589,0.63,68.12720338414927,9.518161396903222
TASK_11376,Engineering,CORR_009,Kashmir Railway,Rail Wear,Wheel Defect,5,180,136,4.56,6.14,0.811,0.37,65.79479302125175,10.536538438749254
TASK_11377,Engineering,CORR_016,Lucknow–Moradabad line,Track Geometry Deviation,Wheel Defect,3,180,93,132.57,133.33,0.695,0.65,56.39245392355959,19.7946395820696
TASK_11378,Engineering,CORR_009,Kashmir Railway,Ballast Deficiency,Wheel Defect,2,180,71,94.68,95.47,0.511,0.37,65.51220552951702,8.940219184331927
TASK_11379,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Rail Wear,Wheel Defect,3,0,81,259.26,259.83,0.534,0.78,69.77917625641548,16.22479618972853
TASK_11380,Traction Distribution,CORR_005,Delhi - Kalka Line,OHE Wire Sag,Brake Failure,2,180,92,47.46,49.44,0.598,0.66,58.204706994995945,
TASK_11381,Traction Distribution,CORR_008,Howrah - Delhi Railway,Bearing Overheating,Brake Failure,3,180,119,3331.16,3332.97,0.785,0.95,68.22805273571993,4.714032503339734
TASK_11382,Signal & Telecom,CORR_016,Lucknow–Moradabad line,Signal Relay Fault,Signal Failure,5,110,100,557.48,558.81,0.895,0.65,59.054488356338695,53.11292715991669
TASK_11383,Engineering,CORR_012,Konkan Railway,Rail Wear,Track Defect,2,180,66,256.71,257.86,0.556,0.52,61.24103213347876,13.1040995094252
TASK_11384,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Insulator Flashover,Brake Failure,3,180,125,20.02,20.88,0.614,0.38,58.743802077332816,13.722752038731665
TASK_11385,Engineering,CORR_007,Howrah - Chennai Main Line,Loose Fastening,Wheel Defect,3,180,106,2877.61,2879.0,0.794,0.98,48.55772265742058,22.50554537605653
TASK_11386,Signal & Telecom,CORR_010,Katni - Obra railway,Signal Relay Fault,Signal Failure,2,163,60,336.44,337.98,0.55,0.5,53.57629440444058,8.544514304222073
TASK_11387,Engineering,CORR_002,Bhairabi Sairang Railway Link,Track Geometry Deviation,Wheel Defect,3,153,95,10.1,11.63,0.611,0.37,50.427689904323096,19.518628756425
TASK_11388,Engineering,CORR_018,Mumbai - Delhi Railway,Rail Wear,Track Defect,3,138,89,1466.65,1467.16,0.764,0.88,66.26904955226907,15.480965215624542
TASK_11389,Engineering,CORR_020,Western Dedicated Freight Corridor,Rail Wear,Track Defect,2,136,67,75.01,76.56,0.646,0.82,49.65703255304893,6.267137451374545
TASK_11390,Traction Distribution,CORR_008,Howrah - Delhi Railway,Transformer Oil Leak,Brake Failure,2,180,103,3336.7,3338.5,0.685,0.95,57.44124122409797,0.7601317867772718
TASK_11391,Traction Distribution,CORR_001,Abhayapuri - Mainguri Railway Line,OHE Wire Sag,Bearing Failure,4,180,150,79.71,80.38,0.72,0.4,58.01528988382708,4.565294073081038
TASK_11392,Engineering,CORR_005,Delhi - Kalka Line,Sleeper Crack,Track Defect,4,0,106,151.07,152.7,0.598,0.66,55.209012194367226,9.863046962202388
TASK_11393,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,OHE Wire Sag,Brake Failure,4,92,132,84.96,86.69,0.714,0.38,56.993556093013886,14.370972837861869
TASK_11394,Engineering,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Rail Fracture,Wheel Defect,2,180,84,41.04,41.95,0.511,0.37,48.99345450265328,13.355282435434276
TASK_11395,Traction Distribution,CORR_017,Lumding - Silchar BG Line,Transformer Oil Leak,Brake Failure,3,56,107,139.66,141.23,0.611,0.37,53.31725284328434,7.091372196140204
TASK_11396,Signal & Telecom,CORR_006,Eastern Dedicated Freight Corridor,Track Circuit Failure,Signal Failure,4,180,74,607.21,607.86,0.834,0.78,61.5841899835381,21.32235219827821
TASK_11397,Engineering,CORR_017,Lumding - Silchar BG Line,Track Geometry Deviation,Wheel Defect,3,180,85,7.78,9.25,0.611,0.37,59.10699500383024,5.759518040957283
TASK_11398,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Brake Pad Wear,Bearing Failure,2,156,96,39.58,40.85,0.514,0.38,64.34065146763947,5.883139885776885
TASK_11399,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Transformer Oil Leak,Bearing Failure,2,116,87,755.1,756.87,0.694,0.98,55.01418154974643,15.37490980611592
TASK_11400,Signal & Telecom,CORR_011,Kolkata Circular Railway,Cable Cut,Signal Failure,4,180,88,123.89,125.07,0.744,0.48,60.712267900567184,16.1169701920671
TASK_11401,Signal & Telecom,CORR_005,Delhi - Kalka Line,Track Circuit Failure,Signal Failure,3,158,81,535.32,536.46,0.698,0.66,48.65913745459531,21.577014525362777
TASK_11402,Traction Distribution,CORR_009,Kashmir Railway,Insulator Flashover,Bearing Failure,2,180,101,44.82,46.72,0.511,0.37,51.66639719624613,8.89255571649874
TASK_11403,Engineering,CORR_019,Mumbai-Pune Railway,Rail Wear,Track Defect,2,173,69,0.54,2.44,0.589,0.63,59.99005491765044,6.4792378844156495
TASK_11404,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Cable Cut,Signal Failure,2,31,55,1773.9,1774.45,0.685,0.95,60.53262217949483,17.465827367592546
TASK_11405,Engineering,CORR_018,Mumbai - Delhi Railway,Ballast Deficiency,Track Defect,4,180,102,2031.07,2032.3,0.864,0.88,60.96166317015375,1.1129789329920496
TASK_11406,Engineering,CORR_012,Konkan Railway,Track Geometry Deviation,Wheel Defect,3,180,101,108.24,108.98,0.656,0.52,70.12291940871187,6.103948348078574
TASK_11407,Traction Distribution,CORR_005,Delhi - Kalka Line,Transformer Oil Leak,Brake Failure,2,85,98,254.35,255.26,0.598,0.66,42.827075188191735,
TASK_11408,Traction Distribution,CORR_012,Konkan Railway,Pantograph Damage,Bearing Failure,3,48,117,69.63,71.13,0.656,0.52,51.87969187956856,13.689017634346552
TASK_11409,Signal & Telecom,CORR_010,Katni - Obra railway,Cable Cut,Signal Failure,2,180,60,204.28,204.97,0.55,0.5,57.7343185525338,25.2204939793613
TASK_11410,Traction Distribution,CORR_008,Howrah - Delhi Railway,Pantograph Damage,Bearing Failure,2,160,96,2603.75,2604.27,0.685,0.95,56.50392860365594,39.839169350192414
TASK_11411,Engineering,CORR_004,Bolangir - Khurda,Rail Fracture,Wheel Defect,4,180,120,94.73,96.32,0.714,0.38,61.25990927439168,7.581434969799541
TASK_11412,Engineering,CORR_008,Howrah - Delhi Railway,Rail Fracture,Track Defect,3,19,98,1534.66,1536.12,0.712,0.95,54.0530546946051,24.766794443283214
TASK_11413,Traction Distribution,CORR_003,Bina - Katni railway,Transformer Oil Leak,Bearing Failure,2,115,92,569.42,571.27,0.553,0.51,58.098406813328914,1.5099040028511204
TASK_11414,Traction Distribution,CORR_003,Bina - Katni railway,Bearing Overheating,Brake Failure,4,88,133,550.25,551.56,0.753,0.51,57.932621132008165,9.786585498888526
TASK_11415,Engineering,CORR_008,Howrah - Delhi Railway,Rail Fracture,Track Defect,3,180,80,642.15,644.07,0.785,0.95,58.47635702661207,2.567912481725112
TASK_11416,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Transformer Oil Leak,Brake Failure,2,111,111,1454.61,1456.02,0.694,0.98,60.12902463228099,0.8262791048773719
TASK_11417,Signal & Telecom,CORR_019,Mumbai-Pune Railway,Panel Indication Fault,Signal Failure,3,0,59,166.18,167.26,0.489,0.63,67.71033658590446,27.952115779686917
TASK_11418,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,3,180,98,1567.14,1568.55,0.785,0.95,52.243971321403365,14.15896896961033
TASK_11419,Signal & Telecom,CORR_016,Lucknow–Moradabad line,Panel Indication Fault,Signal Failure,3,180,86,370.06,371.68,0.695,0.65,38.74764119325587,23.766579376907305
TASK_11420,Signal & Telecom,CORR_011,Kolkata Circular Railway,Axle Counter Fault,Signal Failure,2,17,70,39.93,40.95,0.457,0.48,59.35779133246063,7.3470259202469475
